role,offset_seconds,FCV-501D_ACT,PIT-501D,PIT-516D,PIT-517D,PIT-518D,PIT-519D,PIT-521D,PIT-523D,PIT-529D,PIT-530D,PIT-532D,PIT-562D,PIT-591D,PT-502D,PT-503D,PT-525D,TE-504D,TE-506D,TE-507D-A,TE-508D,TE-509D,TE-514D-A,TE-515D-A,TE-516D,TE-517D,TE-521D,TE-522D,TE-523D,TE-524D,TE-525D,TE-526D,TE-529D,TE-530D-A,TE-531D-A,TE-532D,TE-533D,TE-534D,TE-535D,TE-536D,TE-537D,TE-538D,TE-539D,TE-540D,TE-541D,TE-542D,TE-543D,TE-544D,TE-545D,TE-546D,TE-547D,TE-548D,TE-549D,TE-550D,TIT-501D,TIT-505D,TIT-561D,VE-503D,VE-504D,VE-505D,VE-506D,VT-501D,VT-502D,XT-503D-X,XT-503D-Y,XT-504D-X,XT-504D-Y,XT-505D-X,XT-505D-Y,XT-506D-X,XT-506D-Y,XT-507D-X,XT-507D-Y,XT-508D-X,XT-508D-Y,ZT-502D-B,ZT-503D-A,ZT-503D-B,ZT-504D-B,ZY-503D
test-1,878400,55.0570145,39.0083542,25.5211067,20.885561,2.5622592,2.760758,0.995457053,3.80393076,4.688417,5.28853655,62.7597275,6.894179,-0.00137875,39.23393,26.7848473,18.1334629,51.36664,27.459343,467.78067,791.2147,520.3862,87.0,75.0,328.4796,361.207855,67.8721161,88.36824,97.2737961,118.123383,115.020592,79.6127,34.07131,69.0,68.0,67.37823,68.17329,65.0,68.2019043,67.94081,68.0,69.5529251,69.53414,69.0,79.0,82.0,85.0,83.0,86.0,85.0,87.0,89.0,87.0,90.0,59.6437721,107.581734,65.4058456,0.8720404,1.64718747,2.995341,7.60029268,81.35599,6.25141,43.60711,84.46167,35.7651062,48.0591164,20.4916763,12.4992456,14.70098,12.7911978,8.622238,8.719131,6.635924,9.602625,0,18.3894577,14.6229858,0.09209336,16.27981
test-1,879000,55.23861,39.0106621,25.5439243,20.9017487,2.559107,2.763138,0.9958229,3.8076303,4.81974363,5.31252241,62.76997,6.893562,-0.001368846,39.26766,26.8884583,18.15795,51.6938934,27.1840782,467.5192,791.1438,520.31604,87.0,75.0,328.38855,361.254639,67.91686,88.22173,97.33822,118.173706,114.799248,79.51925,34.1199875,69.0,68.0,67.4315262,68.22335,65.0,68.29563,67.98932,68.0,69.582,69.6408539,69.0,79.0,82.0,85.0,83.0,86.0,85.0,87.0,89.0,87.0,90.0,59.60824,107.703278,64.91026,0.8720404,1.64718747,3.07835984,7.75332642,78.96024,6.63115549,44.2318268,85.4075851,36.0875473,48.2031479,20.6854267,12.500555,14.8233776,12.6917229,8.527926,8.817297,6.53899336,9.973471,0,18.1928616,14.514679,0.092324756,16.0849361
test-1,879600,54.6069527,39.05654,25.3048229,20.7173233,2.55148649,2.75008559,0.9958896,3.78163123,4.781775,5.235892,62.6750565,6.900608,-0.001502624,39.29479,26.5974522,18.02292,51.37314,27.1933861,465.672668,787.14624,517.6072,87.0,75.0,328.1914,360.91,67.86755,88.49677,97.2637939,117.980072,113.902855,79.3808441,34.2258224,69.0,68.0,67.56322,68.29467,65.93587,68.32641,68.09084,68.0,69.63965,69.64208,69.0,79.0,82.0,85.0,83.0,85.0,85.0,87.0,89.0,87.0,90.0,59.6093063,108.016357,66.34449,0.8720404,1.64718747,3.060513,6.853938,82.0699539,6.72599936,44.1082344,85.84258,36.011425,48.2168846,20.5867348,12.596139,15.2513857,12.6930323,8.665743,8.862637,6.50117731,9.675068,0,19.0052624,15.1824837,0.09167362,16.873867
test-1,880200,54.57957,39.0256,25.2548218,20.6860428,2.54973,2.75018859,0.995874763,3.77787662,4.74664545,5.22742558,62.660038,6.90425825,-0.001506452,39.30724,26.5478268,17.9954815,51.7196922,26.8054771,464.992432,786.3497,516.516235,87.0,75.0,328.3309,360.0115,67.79816,88.4375153,97.07152,117.40786,113.867981,79.3761139,34.2343445,69.0,68.0,67.13653,67.90688,64.9342041,67.96529,67.75396,68.0,69.34289,69.3656845,68.0657959,79.0,82.0,85.0,83.0,85.0,85.0,87.0,89.0,87.0,90.0,59.6853828,107.6616,65.80447,0.8720404,1.64718747,3.03539753,6.64565945,84.16847,6.80423641,43.92202,84.62362,35.6471977,47.2418976,20.68355,12.5508795,15.1963224,12.6994076,8.66877,8.778413,6.537115,9.737784,0,19.0751972,15.2013159,0.08860357,16.89243
test-1,880800,54.3692245,39.0489426,25.210886,20.64744,2.556345,2.75208068,0.9959625,3.77249026,4.72567,5.225513,62.6410179,6.90629435,-0.001404087,39.3329048,26.52238,17.9617939,51.64354,26.85579,464.551971,785.1972,515.736267,87.0,75.0,328.0995,359.598816,67.80208,88.23336,97.035,117.203407,113.653328,79.16086,34.25246,69.0,68.0,67.0086441,67.8023758,65.0,67.80526,67.5656,67.0604,69.1045761,69.16287,68.9396,79.0,82.0,85.0,83.0,85.0,85.0,87.0,89.0,87.0,90.0,59.78783,107.403542,65.70406,0.8720404,1.64718747,3.137655,6.57651663,85.28243,7.00665855,43.9486275,84.674736,35.7390251,47.98726,20.6750317,12.596139,14.7512026,12.7414789,8.62351,8.820223,6.594602,9.994648,0,19.0916061,15.9073591,0.08657137,17.2912273
test-1,881400,54.3135033,39.05659,25.10053,20.5604248,2.55842757,2.751147,0.995940745,3.76152277,4.71114,5.198599,62.59353,6.90720558,-0.001481493,39.354744,26.4737053,17.9063282,51.24508,26.7751827,463.5958,783.6772,514.373047,87.0,75.0,328.175873,359.291626,67.81827,88.17671,97.01874,116.845039,113.392082,79.20585,34.28012,69.0,68.0,66.9497452,67.71873,65.0,67.75751,67.4903946,67.9352,69.08102,69.1355438,68.0648,79.0,82.0,85.0,83.0,85.0,85.0,87.0,89.0,87.0,90.0,59.8736954,107.481651,66.22026,0.8720404,1.64718747,3.26502919,6.27239561,84.89744,6.60957146,44.5382042,85.12847,35.6145935,47.6652641,20.59926,12.6445856,14.9386339,12.774229,8.62351,8.868883,6.49499559,9.562834,0,19.119175,16.6745968,0.092911914,17.73248
test-1,882000,51.93546,39.1988373,23.9637184,19.6788483,2.503144,2.68575883,0.9963161,3.63657427,4.68059158,5.11419,62.3729439,6.931656,-0.001483798,39.56071,25.2677517,17.2756062,51.13001,27.1571255,454.9912,767.4712,500.55072,86.0,75.0,327.964447,355.603424,67.5612259,87.81958,96.4792938,112.635063,113.498474,79.05796,34.2407,69.0,68.0,65.8154,66.49287,63.0636,66.6485,66.41165,66.0,67.9409,67.94461,67.9364,79.0,82.0,85.0,83.0,85.0,84.9364,86.0,89.0,86.0,89.0,59.87435,106.637466,64.07375,0.8720404,1.74408078,3.08651042,7.263633,80.28986,6.7198,44.4894676,85.29699,35.87743,48.0829124,21.0135384,12.8806562,15.8605537,12.8929815,8.575064,9.011085,6.73409,10.2253323,0,20.6842251,23.0752735,0.09338715,21.72868
test-1,882600,51.7312927,39.23073,23.8613281,19.6003113,2.49289012,2.67311263,0.9973177,3.62497544,4.658891,5.211622,62.4636421,6.93598175,-0.00158256,39.5714378,25.1511288,17.2077427,50.8149948,26.61429,454.117065,765.636,498.741425,86.0,75.0,327.057373,352.215179,67.4433,87.619606,96.11844,111.558151,112.582512,78.7918,34.2049,69.0,68.0,64.547554,65.15735,62.06653,65.34519,65.07344,64.06653,66.625,66.625,66.0,79.0,82.0,84.0,83.0,85.0,84.0,86.0,89.0,86.0,89.0,59.77946,105.840385,63.7561874,0.8720404,1.73763454,3.10873461,8.901456,76.746,6.82347727,44.1381569,84.8786,35.6826477,47.65865,20.7771835,12.8351488,16.06164,12.938489,8.523394,9.059531,6.78575945,10.186697,0,20.62311,23.0559845,0.09073416,21.5647526
test-1,883200,49.33725,39.3514481,22.5746346,18.6015739,2.373283,2.54982638,0.998125,3.481878,4.66440344,5.12264872,62.29358,6.97175455,-0.001584586,39.7816429,23.8706055,16.48686,50.1418648,26.953989,445.246429,746.3057,491.71582,85.0,75.0,326.626862,349.57132,67.48077,87.19421,95.87922,111.34079,111.716675,78.40202,34.2065,69.0,68.0,63.7438545,64.36753,61.9355354,64.462326,64.25753,64.0,65.72667,65.78121,65.0,79.0,82.0,84.0,82.0,84.0,84.0,86.0,88.0,86.0,89.0,59.66635,105.275345,63.11802,1.06582713,1.74408078,3.11575222,4.55007935,81.73893,7.21339035,45.0897751,87.67914,36.18031,48.1622543,21.1805725,13.1806231,17.6221,13.1228065,8.57194,8.972008,6.87630653,10.5129318,0,23.3952122,25.5090027,0.08399662,24.3473186
test-1,883800,49.65738,39.3076057,22.737978,18.742178,2.31667852,2.49687767,0.998312354,3.494126,4.6950593,5.1844635,62.48735,6.958826,-0.001496562,39.6953621,23.99787,16.6025524,50.3381,26.94531,447.8876,749.7838,492.4936,85.0,75.0,326.468475,345.6013,67.3916855,86.7662354,95.98491,112.92823,111.251984,78.63022,34.19409,69.0,68.0,61.94446,62.5414,60.0,62.69652,62.4796638,62.0,63.92179,63.9256,64.0,79.0,82.0,84.0,82.0,84.0,84.0,86.0,88.0,86.0,89.0,59.86626,104.700188,62.0253563,0.968933761,1.74408078,4.57221556,6.406306,76.19979,7.115912,44.7162933,85.94034,35.2302475,47.21876,21.3165436,13.1322212,17.0690765,13.0806055,8.578232,9.059531,6.924708,10.5034266,0,23.2487946,19.08596,0.08685674,20.9294987
test-1,884400,47.8913765,39.4627724,21.78513,18.0044365,2.29509258,2.46383762,0.9988124,3.39173818,4.533986,5.052305,62.19563,6.974813,-0.001543663,39.94271,23.0666332,16.071106,50.19345,26.70249,439.691223,734.809937,488.3946,85.0,75.0,325.455841,342.3305,67.35102,86.6276,95.5072861,109.812126,110.557327,78.07984,34.0919876,69.0,68.0,60.8493652,61.391983,59.0,61.56146,61.37902,61.0650635,62.813488,62.813488,62.0,79.0,81.0,83.0,81.0,84.0,83.0,86.0,88.0,85.0,88.0,59.9873848,104.193207,60.4187241,0.968933761,1.74408078,2.83150029,4.98606157,81.7011948,6.537385,45.55133,86.62151,35.6189346,47.39779,21.70727,13.2806978,17.7704773,13.2322512,8.620358,9.123739,6.9794755,10.612977,0,24.6531544,26.80279,0.08700956,25.5235786
test-1,885000,46.6090279,39.5400238,21.0318184,17.4160862,2.20771933,2.37718034,0.9991627,3.301794,4.49208832,5.047629,62.1583328,6.975929,-0.001509563,40.0592346,22.3550014,15.62166,49.2710152,26.8531132,434.129242,722.0254,485.3689,84.0,75.0,324.2249,337.7273,67.2208557,85.91958,95.01086,109.166466,108.727676,78.06712,34.0256538,69.0,68.0,59.5653534,60.01836,58.0,60.2137222,60.0436668,60.0,61.4185524,61.4197273,60.0593338,78.0,81.0,83.0,81.0,83.0,83.0,85.0,87.0,85.0,88.0,60.0805,102.9618,60.50743,1.06582713,1.74408078,2.73872828,5.128961,79.119194,6.45091534,45.3317261,85.9563446,35.4830971,47.25277,21.7012424,13.46818,18.68647,13.3799095,8.626385,9.201997,7.02189541,10.5330534,0,26.000946,28.2498474,0.08445943,26.98298
test-1,885600,46.8301,39.4897842,21.0974045,17.4726162,2.2068224,2.37973976,0.99934876,3.308732,4.640941,5.043082,62.15776,6.97713757,-0.001426104,39.9997177,22.3363667,15.6681385,49.5375,26.72973,434.398468,722.9898,485.538635,84.0,75.0,322.838928,335.2249,67.14945,86.28921,94.96614,109.27272,108.626465,77.94829,33.9658165,69.0,68.0,58.6082726,59.0494881,57.0,59.2036324,59.05761,58.0,60.37436,60.4277229,60.0,78.0,81.0,83.0,81.0,83.0,83.0,85.0,87.0,85.0,88.0,60.0680733,101.935226,59.8148,0.9749401,1.74408078,2.77041817,5.105724,81.38182,6.719957,44.84662,87.11355,35.5144234,47.13863,21.55277,13.5590668,19.3272247,13.6499538,8.523614,9.17144,7.07621956,10.7067184,0,25.64971,27.9388428,0.086015746,26.5695133
test-1,886200,57.1354332,38.85678,26.4666882,21.6174564,2.64588618,2.85353255,0.996609867,3.9130497,4.88182974,5.408115,62.9460449,6.8972,-0.001518794,39.0359077,27.7390251,18.6668262,51.31074,26.7135754,473.40274,805.642334,527.9824,87.0,75.0,320.9992,350.571716,67.62552,88.26618,97.33132,117.981567,114.875107,78.8356,33.865036,69.0,68.0,62.2367477,62.9333076,60.0,62.9276657,62.7038841,63.0,64.051796,64.11,63.0,79.0,82.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,59.26906,103.523331,64.41194,0.775147,1.64718747,3.19684124,7.72727,75.29329,6.24500227,43.44397,83.5482941,34.4876862,46.36348,19.8242283,12.3539057,13.9328,12.7446566,8.529795,8.578241,6.44658756,9.501907,0,16.80663,13.1277313,0.091822155,14.73595
test-1,886800,57.325222,38.89347,26.565815,21.6912689,2.64656782,2.856965,0.9964579,3.92209888,4.851747,5.37824249,62.9061661,6.89151335,-0.001444664,39.06759,27.9185543,18.7169743,51.5118065,26.5198936,473.8635,805.022949,527.5934,88.0,75.0,322.512726,358.582855,67.94209,88.53389,97.57995,118.908745,115.397316,79.33462,33.7304535,69.0,68.0,66.48648,67.22869,64.06058,67.1814346,66.89729,67.0,68.3619,68.3844452,67.06058,79.0,82.0,86.0,84.0,86.0,86.0,87.0,90.0,87.06058,91.0,59.28412,106.777138,64.74433,0.866170466,1.64718747,2.99407721,8.183804,77.77454,6.34199142,44.56657,84.4675446,35.3235054,47.4836273,19.8146954,12.2995892,14.19488,12.7840557,8.572128,8.575064,6.39789772,9.501421,0,16.4127216,12.7166185,0.09162639,14.26146
test-1,887400,57.1938248,38.8811264,26.51896,21.6520863,2.64216113,2.85276818,0.996606648,3.91525173,4.72749424,5.315687,62.8393669,6.894124,-0.001455246,39.07279,27.7960911,18.687109,53.32838,26.6916466,473.322,803.674,526.8941,88.0,75.0,323.068573,361.04184,67.95399,88.53013,97.5999,119.071472,116.133835,79.53621,33.7375221,69.0,68.0,68.1453,68.9376,65.0,68.80068,68.57724,68.0,70.10866,70.16948,70.0,79.0,82.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.62342,107.266663,65.03058,0.775147,1.64718747,3.02799916,7.83986568,78.1147461,6.45235872,43.6816025,84.1737,35.8536644,47.81377,19.8178082,12.3507919,13.9948654,12.6445856,8.487511,8.626624,6.39807653,9.780004,0,16.5552444,12.8914719,0.085717395,14.5106134
test-1,888000,57.04915,38.9004745,26.4361782,21.6003933,2.63394213,2.851929,0.9965612,3.91121149,4.74689054,5.32289457,62.83409,6.903926,-0.001522345,39.067,27.74167,18.65633,52.8110924,26.351862,472.7884,802.161133,526.4871,88.0,75.0,323.272064,362.555359,67.93467,88.70776,97.66971,119.14798,116.041687,79.48806,33.678196,69.0,68.0,68.78801,69.64313,67.0,69.63676,69.26097,70.0,70.93157,70.91376,70.0,79.0,82.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.6462479,107.265343,66.15789,0.8720404,1.64718747,3.07748723,7.599214,78.20113,6.446028,43.4484978,84.1282349,35.82688,47.69013,19.8693371,12.3085566,14.2979679,12.6930323,8.484365,8.626608,6.48875856,9.595542,0,16.6520081,13.0035934,0.08802436,14.630827
test-1,888600,56.93273,38.8982773,26.4217548,21.5915985,2.63584328,2.851815,0.9958195,3.91051674,4.85567856,5.26581573,62.7802467,6.900927,-0.001477945,39.12195,27.7165051,18.6676178,52.92405,26.6955128,472.9337,802.49585,526.9925,88.0,75.0,323.0658,363.585815,67.9726,88.83081,97.6693649,119.19088,115.370392,79.6282043,33.7645721,69.0,67.0,69.17069,70.0500259,67.0,69.99227,69.71729,69.0,71.33413,71.33413,71.0,79.0,82.9398,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.30025,107.5178,65.2012558,0.8720404,1.64718747,3.09087682,7.66929531,78.01553,6.25034428,43.51096,83.98323,36.83585,48.6393433,19.78083,12.3539057,14.3256369,12.7870092,8.523701,8.763018,6.48894,9.592444,0,16.73349,13.0291138,0.08641504,14.7232161
test-1,889200,57.1134872,38.89586,26.485178,21.63567,2.64866185,2.854366,0.9966043,3.91743231,4.823385,5.340923,62.8637543,6.899961,-0.001476586,39.1317749,27.8237686,18.6967678,52.3581276,26.598177,473.5239,803.3528,527.488159,88.0,75.0,322.84256,364.0161,67.97271,88.66191,97.63729,119.203171,116.034164,79.74331,33.73075,69.0,67.0,69.44135,70.23678,66.0,70.27834,69.97127,70.0,71.640564,71.62273,71.0,79.0,82.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.2951775,107.565681,65.6689758,0.8657943,1.64718747,3.12632656,7.80092955,76.99428,6.44613171,43.9583626,84.35194,36.17094,47.63559,20.0116043,12.3507824,14.0589085,12.638339,8.620387,8.578187,6.398086,9.72841549,0,16.63042,12.9528065,0.09204692,14.5462389
test-1,889800,56.9888039,38.9197922,26.4834042,21.6307182,2.64669824,2.85515976,0.9966976,3.91627288,4.81477976,5.306864,62.8160477,6.90048,-0.001479877,39.09076,27.7579918,18.68583,52.7690964,26.2710419,473.193359,802.489868,526.519531,88.0,75.0,322.453369,363.894073,67.89026,88.5677261,97.55382,118.947052,116.116455,79.69926,33.7995262,69.0,67.0,69.4902649,70.33173,68.0,70.342926,70.04198,70.0,71.6913452,71.7638,71.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.566803,107.019844,65.3507843,0.8720404,1.64718747,3.157834,7.92163944,77.93184,6.543611,44.15055,84.8207855,36.0271225,47.6324654,19.8756351,12.3539057,14.1730165,12.6867857,8.568817,8.584434,6.398086,9.54087448,0,16.5350742,12.8395319,0.0913454,14.4955893
test-1,890400,56.945015,38.9127655,26.4250259,21.60456,2.64092064,2.853126,0.996129155,3.91050649,4.827377,5.274134,62.77115,6.896128,-0.001429095,39.09352,27.75194,18.6664944,52.99434,25.8430557,471.945526,800.666138,525.356567,88.0,75.0,321.964722,363.89386,67.85674,88.49018,97.47121,118.905556,115.308052,79.68408,33.8564529,69.0,68.0,69.58801,70.4637,67.0,70.53224,70.23446,70.0,71.8803253,71.86112,71.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.7716141,106.994484,64.76037,0.8720404,1.65323353,3.34311152,7.69805861,77.9233551,6.62243843,44.7767525,85.50539,36.7135239,48.9584427,19.8298111,12.3569288,14.164649,12.632493,8.526617,8.67498,6.401009,9.62879848,0,16.6640167,13.0047417,0.09353874,14.6182709
test-1,891000,57.0085526,38.89412,26.44731,21.6077976,2.64128542,2.856555,0.996010959,3.91444635,4.788152,5.33010244,62.83002,6.899983,-0.001485919,39.0892677,27.7668953,18.6841373,53.17262,25.7566319,472.303619,800.7157,525.319153,88.0,75.0,321.5242,363.736,67.79759,88.60645,97.41393,118.771706,115.268074,79.614296,33.9383125,69.0,68.0,69.71404,70.5616,67.0,70.58694,70.31978,71.0,71.93153,71.96943,71.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.8181725,106.490616,65.3023453,0.8720404,1.64718747,3.21840525,7.795534,78.58585,6.719858,44.61635,86.0169,36.4742546,48.8464737,19.62396,12.2631168,14.7731876,12.696085,8.578116,8.671957,6.40106726,9.637838,0,16.6447067,12.9593821,0.09174138,14.5703506
test-1,891600,57.0155144,38.89904,26.4624538,21.6192741,2.644323,2.855396,0.9961129,3.91547537,4.885003,5.322994,62.8310966,6.90127,-0.001400229,39.10812,27.7871418,18.6771641,53.3225021,25.66661,471.952667,800.5038,525.162842,88.0,75.0,321.023621,363.599457,67.76436,88.57655,97.33114,118.652916,115.59021,79.68294,33.8523636,69.0,68.0,69.71185,70.58353,67.0,70.56325,70.28743,71.0,71.9375153,71.97296,71.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.88851,106.417336,64.31144,0.8720404,1.74408078,3.2085588,7.77074146,78.432045,6.7196703,45.47445,85.36495,36.2116966,48.71094,19.8599968,12.2601576,14.2886276,12.5929937,8.614074,8.762559,6.44026375,9.540853,0,16.6244488,12.9312449,0.0897017,14.5436525
test-1,892200,56.9977531,38.914856,26.43412,21.610487,2.640785,2.85594869,0.996354342,3.91441727,4.723832,5.30384541,62.81526,6.89859629,-0.001390698,39.1252365,27.7403183,18.6815166,52.9906731,25.7512913,471.828644,800.3568,525.1126,88.0,75.0,321.01004,363.750427,67.69965,88.6244049,97.2948761,118.622726,115.6151,79.5437241,33.9061775,69.0,68.0,69.73062,70.54783,67.0,70.67331,70.32614,70.0,72.0287552,71.97911,72.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.86636,106.375114,65.15035,0.8720404,1.74408078,3.108566,7.67580462,78.3589859,6.817271,45.2522926,85.37759,35.9474449,48.9672661,19.863142,12.2178192,14.1402645,12.4600525,8.57197952,8.71731949,6.44649363,9.592444,0,16.7187843,13.0737934,0.093272425,14.6458235
test-1,892800,57.0887146,38.89834,26.504427,21.6519642,2.643169,2.85832,0.9962142,3.91953969,4.800766,5.296737,62.8195267,6.894635,-0.00146044,39.0982132,27.8061581,18.7095222,53.00201,25.6808281,472.267639,800.890747,525.442,88.0,75.0,320.733917,363.516846,67.71346,88.30446,97.3190842,118.666,115.403267,79.39934,33.8970642,69.0,68.0,69.77167,70.61478,67.0,70.69543,70.3924,70.0,72.02646,72.04806,72.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.80697,105.9405,65.25426,0.8720404,1.74408078,3.22844672,7.956679,78.326,6.72599936,45.3668747,85.58993,35.7867279,48.7858162,19.7662487,12.35698,14.545557,12.641511,8.526617,8.581213,6.485707,9.58937,0,16.56502,12.8771,0.092418,14.5159569
test-1,893400,57.1203461,38.8785744,26.4920025,21.6413345,2.63960576,2.857899,0.9966991,3.918499,4.841573,5.28355,62.79248,6.898547,-0.001349895,39.09072,27.8003235,18.6956711,53.13905,25.7760086,472.4482,801.1945,525.7811,88.0,75.0,320.5938,363.715057,67.74342,88.37222,97.3819962,118.7826,114.989105,79.48639,33.94489,69.0,68.0,69.8363342,70.69473,67.0,70.77,70.36862,70.0,72.12681,72.14608,72.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.8118477,106.2735,64.3298,0.8720404,1.74408078,3.09556651,7.865806,78.4602051,6.72599936,45.5678329,85.15146,35.57451,48.33649,20.0907326,12.3964958,14.0333061,12.5564775,8.529546,8.762994,6.44340944,9.501408,0,16.593771,12.8912735,0.09000202,14.5425177
test-1,894000,57.0042953,38.9016571,26.470396,21.6180458,2.64246726,2.8549583,0.996906459,3.91501379,4.783915,5.325751,62.83517,6.89517355,-0.001413461,39.1258163,27.74316,18.68384,53.2564163,25.9515038,472.458832,801.033,525.604736,88.0,75.0,320.5904,363.684967,67.74968,88.19212,97.36975,118.699104,115.161362,79.48176,33.9813766,69.0,68.0,69.83681,70.62014,67.0,70.7495041,70.4076843,70.0,72.06211,72.1013,72.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.9260139,106.02253,65.22409,0.8720404,1.74408078,3.193322,7.7468605,78.2907,6.52484274,46.315033,85.9422,35.96593,48.5774765,19.8239384,12.39619,13.6950064,12.544611,8.523536,8.76885,6.491856,9.680094,0,16.6827049,12.9875116,0.09031422,14.6374874
test-1,894600,57.1967,38.8925743,26.5415421,21.68816,2.64851141,2.86164021,0.9972577,3.923941,4.858326,5.30155754,62.8274231,6.899828,-0.001432779,39.09723,27.845089,18.7219162,53.3172226,25.7452145,472.7203,801.9262,525.988,88.0,75.0,320.930054,364.01593,67.748085,88.65179,97.3863,118.792511,115.44735,79.5930557,33.92615,69.0,68.0,69.8841553,70.7188,68.0,70.7955551,70.44693,70.0,72.17254,72.09882,72.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,87.0,91.0,60.98428,106.257713,64.64855,0.968933761,1.74408078,3.17933,8.018129,77.2200241,6.817089,46.0505753,85.6465759,35.7925758,48.6595268,19.8567924,12.305459,14.4117146,12.6024885,8.481345,8.665607,6.43706,9.456629,0,16.6095486,12.848012,0.08520038,14.4589138
test-1,895200,57.5107727,38.88451,26.6519833,21.7723,2.656594,2.866007,0.9975917,3.93599582,4.815895,5.282694,62.83323,6.89605951,-0.001435277,39.0823021,27.9809647,18.7886372,52.82405,25.9105911,473.442474,803.5304,526.687744,88.0,75.0,320.8361,363.8743,67.7174454,88.8266,97.3866,118.728539,114.807251,79.42738,33.9851532,69.0,68.0,69.8783951,70.80349,67.0,70.80764,70.50854,70.06313,72.17109,72.24868,72.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,88.0,91.0,60.92964,106.013893,64.40938,0.8720404,1.65330458,2.980003,8.51365,79.51374,6.53719664,45.4858131,86.01428,35.641468,48.67363,19.630085,12.3085175,14.2066231,12.6415272,8.432782,8.584239,6.394963,9.547056,0,16.2475758,12.5004406,0.0893407,14.1649752
test-1,895800,57.79576,38.854,26.7916355,21.8705521,2.667313,2.877121,0.997530043,3.95120335,4.75104427,5.350109,62.90466,6.88721371,-0.001408587,39.02657,28.1028614,18.8445034,53.43338,26.0972176,474.1013,805.2015,527.122,88.0,75.0,321.4335,364.4223,67.7248459,88.41842,97.3929749,118.872147,115.390984,79.54077,33.9401855,69.0,68.0,70.121994,70.97897,67.06287,71.04714,70.71118,71.0,72.43034,72.39247,72.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,88.0,91.0,60.9026642,106.567558,65.0316544,0.8720404,1.65327907,3.07512784,8.744926,79.1856842,6.4396925,45.4490852,85.83535,35.1875229,48.69806,19.9962978,12.3539057,13.6802416,12.5053377,8.435816,8.581156,6.398009,9.489459,0,16.1466637,12.3319368,0.09396122,14.03812
test-1,896400,58.2637825,38.8207,27.0362854,22.05857,2.6873076,2.902506,0.9975358,3.97974586,4.89089346,5.315398,62.87356,6.886349,-0.001295745,38.98487,28.42168,18.9972572,53.2908058,26.0845242,475.175323,808.346069,528.907654,88.0,75.0,322.35434,365.769348,67.69924,88.4387,97.52064,119.31105,115.413132,79.5528946,33.9779472,69.0,68.0,70.5978851,71.46016,68.0,71.518074,71.21164,71.0,72.87288,72.849884,72.9351349,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,88.0,91.0,60.7657,107.046921,64.5878448,0.8720404,1.73779571,3.1104238,8.819937,76.69242,6.433564,44.72572,84.31426,34.7582741,48.159153,19.811552,12.2991743,13.6556816,12.50553,8.429724,8.571921,6.394963,9.482981,0,15.81924,12.0776548,0.095169686,13.7455082
test-1,897000,58.5588455,38.8021851,27.1607761,22.1598129,2.697667,2.91296339,0.997331,3.99242425,4.818196,5.30976152,62.8802261,6.888713,-0.001326506,38.9768028,28.4853687,19.0674019,53.2137375,25.9827576,475.731476,809.8221,530.7682,88.0,75.0,322.5579,366.37326,67.67577,88.746315,97.5167847,119.392487,115.756561,79.56545,34.0077133,69.0,68.0,71.00384,71.93664,68.93707,71.95757,71.6175842,71.06293,73.3625641,73.34459,73.0,79.0,83.0,86.0,84.0,86.0,86.0,87.0,90.0,88.0,91.0,60.63007,107.151917,63.49972,0.8720404,1.64718747,3.0999372,8.802302,75.40744,6.42743,44.6773262,84.60926,34.62109,47.4323578,19.7814922,12.2116146,13.9038668,12.5900412,8.432773,8.578113,6.391914,9.404756,0,15.6324482,11.9054689,0.08989637,13.4969187
