role,offset_seconds,FIT-001AB_SOMA,FIT-304AB_SOMA,FIT_SOMAGAS,LIT-001A,LIT-001B,LIT-004,LIT-007A,LIT-007B,LIT-008,MIT-001,PDIT-009A,PDIT-009B,PDIT-012A,PDIT-012B,PDIT-054,PDIT-055,PDIT-056,PIT-037,PIT-038,TIT-010,TIT-034,TIT-035,TIT-036,TIT-040,TIT-041,TIT-042,TIT-043,TIT-044,TIT-045
test-1,17700,971.432,26830.8,6582758.825,48.5989571,31.463541,-1.91919744,22.624054,51.39769,29.9573154,0.184829712,0.813995361,22.3532257,11.3628187,9.341616,0.0,0.0,30.752903,7489.743,7586.665,29.8475189,29.7931156,57.2064171,30.0756359,29.5372562,30.4379883,29.5906734,30.1146,114.0127,30.9318848
test-1,18000,971.607849,26815.0488,6592820.156,49.6214,32.5340424,-0.5225157,22.4541912,51.4750481,29.9932823,0.184829712,0.813995361,22.3447647,11.2920513,9.289306,0.0,0.0,31.0095119,7490.90039,7587.66748,29.8475189,29.7931156,65.8843842,30.0756359,29.5372562,33.44085,29.5906734,30.02036,118.610291,30.8930664
test-1,18300,966.2773,26889.9922,6606430.905,49.7205925,32.5643768,-0.22581777,22.5460453,51.365387,31.16614,0.195823669,0.8309326,22.3546143,11.3823643,9.324574,0.0,0.0,31.5455189,7492.436,7588.65625,30.0075378,29.8092289,80.78297,30.3857918,29.6373043,39.6155739,29.5169926,30.02036,120.798195,30.8930664
test-1,18600,960.2994,26880.34,6574626.616,47.31352,32.1949,5.10640955,22.8382874,51.5396843,30.75655,0.195823669,0.8309326,22.33575,12.5841064,10.5141668,2.288135,0.0,31.9369621,7490.65771,7591.54248,30.26609,29.8092289,94.6475754,30.3857918,29.6373043,47.75467,29.8275986,30.1056652,120.798195,30.9736328
test-1,18900,982.203552,26848.0313,6588842.865,47.484272,31.6165848,19.1820374,22.6435089,50.9908867,30.32335,0.1894226,0.8405075,22.35075,13.4062891,11.3904552,2.26676059,0.0,32.0580368,7487.742,7590.775,30.26609,30.109375,114.898895,30.6097164,29.90459,56.7775421,30.3671875,30.1056652,121.634521,30.9736328
test-1,19200,971.6103,26874.5547,6572135.497,48.6170158,32.4130669,28.20769,22.6296329,51.7914124,31.5417366,0.1894226,0.8405075,22.1630421,12.8110323,10.8399925,0.0,0.0,31.7191334,7485.514,7586.366,30.3041611,30.109375,119.551956,30.6097164,29.90459,66.7977448,30.220808,30.4177246,120.659325,31.155323
test-1,19500,972.0052,26885.8145,6558861.603,47.7945,31.0956383,29.8736973,22.5564041,50.7742844,29.8096275,0.185676575,0.7962799,22.1871147,11.861722,9.870353,0.0,0.0,31.493988,7486.358,7584.68945,30.3041611,30.1277828,120.359962,30.6210938,29.87876,75.1484,29.9654789,30.4177246,120.659325,31.155323
test-1,19800,967.927063,27004.6465,6544788.579,47.5518456,31.74624,29.3083134,22.7217541,51.60126,29.5756416,0.185676575,0.7962799,22.26905,11.480711,9.493941,0.0,0.0,31.3085423,7485.33154,7578.84,30.1720123,30.1277828,120.359962,30.6210938,29.87876,82.32348,29.8816643,30.188282,120.4251,30.94673
test-1,20100,967.5473,27054.8711,6529366.978,50.17207,33.36813,26.0615158,22.913147,52.45623,29.17602,0.188079834,0.8017731,22.23909,11.2954044,9.218295,0.0,0.0,30.752964,7484.62744,7581.26758,30.0679588,29.9564953,119.329643,30.45127,29.7181644,87.63401,29.7357426,30.188282,120.4251,30.94673
test-1,20400,968.9628,27192.6621,6527797.039,47.3716164,31.2400169,21.2154331,22.6805382,50.70177,29.1343918,0.188079834,0.8017731,22.1466141,11.2604418,9.361157,0.0,0.0,31.194212,7485.20947,7578.32275,29.88675,29.9564953,119.329643,30.45127,29.7181644,91.58574,29.69576,30.0193844,120.1061,30.7232418
test-1,20700,977.6494,27232.59,6529260.421,48.4305,32.3088722,15.3026924,22.6620464,51.7973938,29.8785038,0.183700562,0.7889023,22.05704,11.1595974,9.197896,0.0,0.0,30.8867931,7486.477,7580.26,29.863905,29.6144543,119.31797,30.2423344,29.5248547,94.03159,29.62627,30.0193844,120.1061,30.7232418
test-1,21000,959.4372,27124.4922,6524906.868,49.6707153,32.67796,6.5672555,22.7291412,51.7698975,30.5149975,0.183700562,0.7889023,22.07268,11.201726,9.109195,0.0,0.0,31.01976,7486.6416,7576.15234,29.8241653,29.6144543,119.31797,30.2423344,29.5248547,95.46388,29.5678043,29.8257332,120.359184,30.5721684
test-1,21300,959.081543,27141.3535,6533014.082,48.60255,31.8382263,-1.62645423,22.6016521,50.845787,29.6628189,0.186920166,0.78767395,22.0125828,11.6146336,9.560981,0.0,0.0,31.2427559,7486.87158,7588.39551,29.8416271,29.6594238,119.183792,30.1204586,29.4502926,96.9814453,29.4661617,29.8257332,120.359184,30.5721684
test-1,21600,957.222046,27074.084,6502450.596,46.798687,30.5509815,-2.188837,22.6255436,50.5136375,29.626297,0.186920166,0.78767395,21.99923,11.7463083,9.732326,0.0,0.0,31.3903522,7486.42041,7581.004,29.8719711,29.6594238,119.183792,30.1204586,29.4502926,97.9328156,29.49094,29.8353024,120.383255,30.4811535
test-1,21900,972.189758,27032.3164,6523812.315,49.007576,32.195015,-1.33302379,22.6623783,51.2897034,29.53896,0.183174133,0.7674179,21.9747715,11.7518263,9.806663,1.28260565,0.0,31.4192448,7486.649,7583.57227,29.8897667,29.7074223,119.346779,30.1899414,29.5248051,99.579834,29.53418,29.8353024,120.383255,30.4811535
test-1,22200,959.95,26999.3223,6497392.776,49.5319023,32.58743,-1.65714264,22.5865479,51.83998,30.4210129,0.183174133,0.7674179,21.8874969,11.9917479,9.936932,0.7333507,0.0,31.265873,7487.07568,7585.129,29.9208145,29.7074223,119.346779,30.1899414,29.5248051,99.579834,29.5521069,29.9009285,120.5002,30.55459
test-1,22500,962.7367,26976.3828,6524882.753,48.56053,31.49849,-1.79309356,22.4658051,51.38046,30.03606,0.18347168,0.790550232,21.8874969,12.3243179,10.1607542,2.25144935,0.0,31.5593052,7486.51758,7583.42627,29.9208145,29.7696781,119.48037,30.188818,29.5719738,100.596779,29.5834484,29.9009285,120.5002,30.55459
test-1,22800,969.702454,26891.4219,6517370.017,47.51642,31.3504353,-2.05573058,22.6358681,50.57084,30.4371643,0.18347168,0.790550232,21.8783264,13.5254679,11.4186735,1.29264855,0.0,31.3034782,7486.411,7582.941,29.9648514,29.7696781,119.48037,30.188818,29.5719738,100.889351,29.6135941,29.9491711,120.36499,30.626318
test-1,23100,973.7248,26927.5234,6519177.494,50.4843025,32.8782768,-1.51396716,22.56154,51.5898247,30.6392651,0.183853149,0.8001709,21.7451248,12.996583,10.8874025,0.0,0.0,31.016901,7487.32959,7585.60156,29.97668,29.9246578,119.459915,30.2453136,29.67954,101.397659,29.6659679,29.9491711,120.36499,30.626318
test-1,23400,969.7447,26954.7266,6519323.927,47.6906738,30.82629,-1.57773614,22.5527554,50.5328827,29.1829872,0.183853149,0.8001709,21.7830734,12.9345121,10.7801933,0.747141,0.0,31.6173248,7487.07568,7587.27441,29.9972153,29.9246578,119.459915,30.2453136,29.67954,101.409737,29.6565037,29.9299812,120.091751,30.6197758
test-1,23700,973.0576,26944.1934,6502025.894,47.8296661,31.3794041,-1.87137294,22.5611153,50.4319344,30.2672863,0.183815,0.796783447,21.7830734,12.8162327,10.7182093,0.7312517,0.0,31.6183739,7487.234,7587.256,29.9805622,29.82295,119.3023,30.2632332,29.5978031,101.430809,29.63999,29.9299812,120.091751,30.6197758
test-1,24000,984.273743,26886.4219,6521027.115,48.8305855,31.8704624,-1.57146633,22.4773445,51.6243744,30.0633373,0.183815,0.796783447,21.791,13.1238508,11.0651627,0.738041,0.0,31.4949646,7487.585,7580.96826,29.9515076,29.82295,119.3023,30.2632332,29.5978031,101.546982,29.63942,29.9988289,120.905861,30.5715332
test-1,24300,966.9453,26869.5547,6512829.307,47.781002,30.99607,-2.23552847,22.5233021,51.0121078,30.22568,0.1903305,0.788864136,21.84613,13.3798218,11.3138943,2.38774014,0.0,31.7172832,7487.40527,7584.702,29.9606819,29.8509274,119.169388,30.24087,29.6056652,101.749367,29.6384277,29.9988289,123.786064,30.5715332
test-1,24600,976.039063,26893.07,6510495.008,48.3212,31.8694687,-1.84123313,22.6054058,51.6473045,30.4726467,0.1903305,0.788864136,21.80408,13.3909893,11.322731,2.507951,0.0,31.6089344,7487.659,7580.88867,29.9766846,29.8509274,119.479057,30.24087,29.6056652,101.850319,29.668581,30.025732,127.423256,30.5460949
test-1,24900,971.9445,26815.166,6509364.874,49.8152351,32.13646,-1.664285,22.6583252,51.87282,29.9919834,0.189689636,0.7723923,21.8413162,13.5148048,11.4361849,2.820136,0.0,31.9319382,7487.70068,7584.861,29.984024,29.8669434,122.016792,30.3000488,29.529541,102.026123,29.7210941,30.025732,132.0346,30.5460949
test-1,25200,990.1298,26835.9141,6526359.032,48.1652527,31.9043789,-1.72020578,22.8007336,51.6607742,30.6144867,0.189689636,0.7723923,21.8312912,13.7490959,11.7395382,2.693468,0.0,31.93972,7488.18848,7586.79346,29.99681,29.8669434,125.325386,30.3000488,29.529541,102.094032,29.7223415,29.9792976,136.2453,30.5141125
test-1,25500,981.0205,26884.5566,6530575.846,49.15245,32.0537872,-1.61040783,22.6217346,51.9744148,30.49166,0.189041138,0.7618103,21.8856163,13.7901,11.7417173,2.98502636,0.0,32.1783028,7486.87646,7583.65137,30.05354,29.8681164,129.427048,30.2559566,29.726759,102.212257,29.7245121,29.9792976,140.737839,30.5141125
test-1,25800,968.899353,26923.1035,6644699.561,47.97172,30.85253,-1.42256069,22.4579124,52.1956,29.6491661,0.189041138,0.7618103,21.8686256,13.8219347,11.7817659,3.01073337,0.0,32.7459068,7488.292,7577.087,30.1522446,29.8681164,133.66861,30.2559566,29.726759,103.015526,29.6865253,30.1237316,145.357956,30.5470715
test-1,26100,968.488159,26910.6172,6491813.212,49.3052139,32.9024849,-0.085852616,22.62722,52.27964,30.3106537,0.1850357,0.808364868,21.8408279,13.80999,11.6460028,2.54816771,0.0,32.1557465,7487.49463,7512.602,29.8882523,29.9193859,137.846985,30.271143,29.6346188,104.166878,29.6205578,30.1237316,149.583221,30.5470715
test-1,26400,973.8396,26929.38,6511562.482,48.54083,31.8021355,4.080564,22.4491825,51.39279,29.9096127,0.1850357,0.863587737,21.732275,13.9563332,11.8557262,2.75150371,0.0,32.7736931,7487.38232,7542.03662,29.8882523,29.9193859,141.981064,30.271143,29.6346188,106.071083,29.56335,29.9854488,153.821808,30.4711437
test-1,26700,977.558167,26942.248,6601685.706,48.5952721,31.6870022,8.610055,22.3379078,51.34412,30.136879,0.189735413,0.9598541,21.8015442,14.0149555,11.7062759,2.84410548,0.0,33.1098633,7491.161,7554.029,29.94506,29.7382336,146.529282,30.06963,29.1889648,108.906883,29.463623,29.9854488,159.022888,30.4711437
test-1,27000,969.9174,26898.28,6550004.938,47.9447479,31.7994423,14.9695988,22.1720829,51.586525,30.5358372,0.189735413,0.9632862,21.9081726,14.04881,11.7832632,2.66504478,0.0,33.4293671,7487.71533,7550.723,29.94506,29.7382336,150.787048,30.06963,29.1889648,112.160255,29.5087643,29.8614254,164.770615,30.3333015
test-1,27300,989.358032,26877.0156,6569568.41,47.121067,30.97668,23.01633,22.2284336,50.999733,29.3022022,0.190689087,0.9692688,21.9467621,14.1525049,11.8861914,2.93553877,0.0,33.84936,7487.241,7559.37354,30.2201385,29.7305183,155.681427,30.049757,29.6994629,115.189873,29.5874519,29.8614254,169.439468,30.3333015
test-1,27600,970.595764,26877.01,6549319.865,48.1887474,31.2974854,29.5113316,22.2236538,50.7256775,29.7824287,0.190689087,0.976938963,21.9225311,14.0940609,11.7762575,2.69744873,0.0,33.6557,7488.126,7563.317,30.2201385,29.7305183,161.184052,30.049757,29.6994629,118.725296,29.677597,30.0598145,173.57077,30.5502453
test-1,27900,974.5802,26849.1055,6522359.283,48.38178,32.7549057,37.2510452,22.2760944,52.93251,30.0278187,0.188179016,0.9902954,21.8946247,13.9064751,11.599968,2.48305345,0.0,33.5950623,7485.8584,7555.96045,30.1366577,30.0034676,166.263245,30.30171,29.7641125,123.558113,29.83457,30.0598145,179.1105,30.5502453
test-1,28200,972.2126,26849.7637,6538040.182,47.5439377,31.64095,43.1779976,22.1583157,51.14432,29.8911247,0.188179016,0.9900113,21.8231449,14.0613232,11.7464294,2.892536,0.0,34.0469475,7487.918,7567.89453,30.1366577,30.0034676,171.268677,30.30171,29.7641125,128.04187,29.8039436,30.1761227,183.497986,30.64253
test-1,28500,973.340942,26868.9512,6615871.34,48.9961052,31.9328632,47.7831764,22.2288551,51.8170433,29.6415024,0.183563232,0.9895172,21.8822174,14.01584,11.6871357,3.06050324,0.0,34.3831863,7487.884,7565.20557,30.0895386,30.0436535,175.7252,30.39336,29.7582035,133.142319,29.7506847,30.1761227,187.709488,30.64253
test-1,28800,981.4349,26891.0527,6548208.51,48.46049,31.8173122,53.0327644,22.327137,51.07981,30.2254162,0.183563232,0.9864892,21.8455276,14.1344986,11.82824,3.24323034,0.0,34.5623665,7486.915,7561.771,30.0895386,30.0436535,180.075226,30.39336,29.7582035,138.324783,29.7619228,30.16211,192.75885,30.7083015
test-1,29100,984.4023,26912.002,6538255.59,48.6292343,32.15221,57.6492653,22.2381229,52.0338173,29.4528637,0.1840744,0.981216431,21.8458252,14.1692028,11.8877058,3.45644426,0.0,34.9688721,7488.55,7567.625,30.05201,29.99004,185.133774,30.2530766,29.7172852,143.681854,29.7814941,30.16211,197.608765,30.7083015
test-1,29400,973.2758,26913.3457,6513117.904,47.2388077,30.9055538,8.749014,22.1623764,50.96114,29.4880638,0.1840744,0.9797223,21.8469543,14.2453346,11.8958883,3.63347721,0.0,35.60957,7488.57959,7580.33057,30.05201,29.99004,189.465729,30.2530766,29.7172852,149.51207,29.7814941,30.10874,202.527847,30.2644539
test-1,29700,976.4306,26916.8848,6551844.954,48.6498451,32.2748375,-2.01103544,22.39001,51.80574,30.3105659,0.181755066,0.977119446,21.8814545,14.1422968,11.8505669,3.6237278,0.0,35.44383,7487.839,7578.69775,30.0441589,29.9697762,194.364868,30.3110847,29.6859875,154.4305,29.6738281,30.10874,207.080963,30.2644539
test-1,30000,984.827454,26884.6738,6508084.786,48.6784973,32.9872665,-1.95055294,22.4268284,52.7767,30.8814011,0.181755066,0.970822155,21.8850174,14.0660849,11.73527,3.513594,0.0,35.50501,7488.47559,7578.03125,30.0441589,29.9697762,199.5155,30.3110847,29.6859875,160.017853,29.6913376,29.7353516,212.067017,30.4529781
test-1,30300,974.466736,26897.7148,6525129.811,48.99229,31.729723,-1.99990249,22.2672253,51.366024,29.8320751,0.186973572,0.9598923,21.8605232,14.2688351,11.8198252,3.83118463,0.0,35.9044075,7487.5166,7579.40332,30.0130768,29.9322262,203.794891,30.2464848,29.7162113,164.3535,29.72173,29.7353516,216.98172,30.4529781
test-1,30600,970.62915,26897.0723,6557995.379,48.9199333,31.99187,-1.319655,22.45952,51.3573341,30.2487545,0.186973572,0.9449379,21.9294949,14.2458019,12.0524578,3.97993922,0.0,36.0172157,7487.72852,7583.698,30.0130768,29.9322262,208.771,30.2464848,29.7162113,169.723328,29.72173,30.0892582,221.681168,30.4427738
test-1,30900,971.050842,26917.59,6518205.097,48.682766,32.35944,-1.970288,22.4862175,52.5161324,30.5366459,0.1882019,0.9188614,21.8715515,14.1291475,11.9169941,4.02462053,0.0,35.89441,7488.9043,7580.57471,30.0152588,30.00298,213.741653,30.2259769,29.4757328,175.017715,29.6497078,30.0892582,226.000046,30.4427738
test-1,31200,978.5294,26941.4453,6512116.106,49.88438,32.9470978,-2.43342161,22.4393215,52.13986,30.2759037,0.1882019,0.9266157,21.7840443,14.0507116,11.8382368,3.79896545,0.0,35.38953,7484.93066,7580.34961,30.0152588,30.00298,218.690018,30.2259769,29.4757328,179.58316,29.6139145,30.0986824,229.404968,30.4294434
test-1,31500,975.2603,26903.71,6562608.053,48.7912636,31.99593,-1.51784956,22.32174,52.187,30.1918621,0.183792114,0.940155,21.7943954,14.1877623,11.9415751,3.8913486,0.0,35.6832275,7488.12256,7580.991,30.0187,29.8778324,222.764847,30.190918,29.654541,184.709167,29.5514164,30.0986824,231.563477,30.4294434
test-1,31800,982.5746,26940.334,6533461.515,48.402523,32.17839,-1.83531344,22.360693,52.31699,30.0477962,0.183792114,0.943115354,21.8555737,14.1445646,11.92102,3.99186182,0.0,35.68373,7487.50928,7583.109,30.0187,29.8778324,226.069717,30.190918,29.654541,189.180038,29.5726929,29.99668,233.503052,30.3592777
test-1,32100,971.572144,26899.0918,6495620.835,48.0286179,32.0224762,-2.12934852,22.4295444,51.95461,30.5375423,0.181098938,0.948280334,21.8168488,14.1001673,11.7823534,4.09600067,0.0,35.60519,7487.173,7584.93848,29.9503555,29.8732433,228.530624,30.14839,29.6418953,194.3176,29.6098156,29.99668,235.960922,30.3592777
test-1,32400,974.1018,26956.6816,6461724.884,48.583477,31.7332821,-2.068272,22.4613,52.1569748,29.9703732,0.181098938,0.937090039,21.8162537,14.1988659,11.7847433,4.079531,0.0,35.6761856,7487.196,7587.305,29.9503555,29.8732433,231.073471,30.14839,29.6418953,198.600616,29.6250629,30.1047363,236.470322,30.2336922
test-1,32700,991.621643,26875.4219,6543983.3,47.5989723,30.7252674,-2.09100056,22.3098316,50.9927673,29.802557,0.1870346,0.9175339,21.8162537,14.0485573,11.911931,4.309667,0.0,36.0221,7485.31,7578.943,30.0277176,29.8752441,233.225586,30.14087,29.6780281,202.640656,29.6517086,30.1047363,236.56926,30.2336922
test-1,33000,978.9006,26974.0742,6560359.256,47.43514,31.4854774,-2.29308057,22.5775871,51.62372,30.4729481,0.1870346,0.907539845,21.76802,14.1824322,11.9681034,4.265053,0.0,35.898365,7488.543,7587.74072,30.0277176,29.8752441,234.111618,30.14087,29.6780281,206.021561,29.6388836,30.0507336,236.742233,30.3436031
test-1,33300,973.3438,26931.7813,6529646.432,47.3047638,30.906868,-2.31482482,22.4851627,50.90387,30.0503864,0.180618286,0.8901367,21.7817078,14.0317192,11.8337746,4.250885,0.0,36.01131,7486.01367,7585.61035,30.01075,30.0641117,234.111618,30.17124,29.67339,208.5354,29.6165524,30.0507336,236.939651,30.3436031
test-1,33600,974.8517,26967.8066,6551930.176,49.08139,32.07116,-1.41852558,22.39228,51.9999123,29.9860058,0.180618286,0.887770057,21.806633,14.0918016,11.8464785,4.42607,0.0,35.79492,7486.323,7585.314,30.01075,30.0641117,234.7294,30.17124,29.67339,212.346985,29.6183186,30.0577641,237.283691,30.3845215
test-1,33900,983.320068,27026.8848,6554517.12,47.7671776,31.57867,-1.96013951,22.5443325,51.351593,30.249012,0.183937073,0.883659363,21.8840847,14.1624317,11.9571066,4.22546959,0.0,36.0513458,7489.23926,7590.699,30.0418167,29.8895512,234.7294,30.1652355,29.6264172,214.438675,29.6213875,30.0577641,237.513184,30.3845215
test-1,34200,985.014832,27078.6172,6480406.542,48.62193,32.38748,-1.88400662,22.62431,52.1892662,30.3854656,0.183937073,0.8734507,21.7984772,14.0835409,11.8951044,3.74018979,0.0,35.65393,7486.19971,7586.2915,30.0418167,29.8895512,235.307663,30.1652355,29.6264172,216.024521,29.6213875,30.1585445,237.91153,30.3836422
test-1,34500,979.6982,27061.1211,6515884.486,49.55681,32.8633423,-1.841612,22.5622826,52.29378,30.346241,0.189750671,0.855621338,21.7725143,13.9996386,11.795887,3.369168,0.0,35.5041962,7486.712,7583.40967,30.0269623,29.7404785,235.307663,30.1686039,29.7190437,217.338776,29.6931648,30.1585445,237.876526,30.3836422
test-1,34800,980.0936,27096.9375,6551710.828,48.7459755,32.31215,-2.34881663,22.72648,51.68819,30.0194168,0.189750671,0.863204539,21.86274,13.9859524,11.8299227,3.199763,0.0,35.4286346,7487.45654,7590.74072,30.0269623,29.7404785,235.782028,30.1686039,29.7190437,217.943954,29.6931648,30.0020027,237.81543,30.37007
test-1,35100,987.7997,27062.7949,6575866.5,47.7730179,31.6137257,-2.41186261,22.72997,51.2673225,30.299448,0.187866211,0.8763962,21.84311,14.0269642,11.9418783,2.77522159,0.0,35.8682556,7486.831,7592.76953,29.9949417,29.92749,235.782028,30.173193,29.7084961,219.590927,29.63008,30.0020027,237.764236,30.37007
test-1,35400,975.1244,27135.1523,6565477.221,47.879818,31.7714844,-1.97452009,22.6942978,51.9547424,30.3026333,0.187866211,0.8715674,21.8528156,14.0128231,11.842473,2.793762,0.0,35.81408,7487.838,7592.172,29.9949417,29.92749,235.892136,30.173193,29.7084961,220.4379,29.63008,30.013525,237.6751,30.3385754
test-1,35700,967.42334,27118.39,6523205.224,47.89956,31.5479412,-2.29275823,22.5083752,51.3756371,29.5183487,0.193809509,0.8631592,21.7901249,14.1631613,11.9986448,2.712326,0.0,35.8312874,7487.84863,7590.82666,29.9843445,29.9904785,235.892136,30.18047,29.6497555,221.276764,29.5889168,30.013525,237.61438,30.3385754
test-1,36000,981.7057,27116.84,6527439.959,47.1595345,30.75163,-2.22904229,22.5823612,50.5647964,29.7672462,0.193809509,0.857959151,21.7926865,14.164834,11.98588,2.70962048,0.0,36.1459961,7487.041,7590.43652,29.9843445,29.9904785,235.664169,30.18047,29.6497555,221.960938,29.6108837,30.04336,237.508835,30.2996578
test-1,36300,981.1541,27143.3379,6546782.641,48.42512,31.9223156,-2.35154915,22.5326862,50.98492,30.1518116,0.191940308,0.8489075,21.8112,14.0600195,11.90553,2.61594129,0.0,35.8745079,7487.515,7588.55566,29.9084549,29.8815918,235.664169,30.1762218,29.6839352,222.328369,29.6491222,30.04336,237.440643,30.2996578
test-1,36600,985.7033,27169.2012,6512754.863,47.8727341,31.2895756,-2.38399625,22.62233,51.1491241,29.7907028,0.191940308,0.8549107,21.8591747,14.0259266,11.9016809,2.80037856,0.0,35.80891,7487.49756,7589.90332,29.9084549,29.8815918,235.5565,30.1762218,29.6839352,222.308212,29.6493359,29.9826183,237.322021,30.3048344
test-1,36900,970.657,27113.4141,6583104.76,50.7117,33.42438,-2.20852733,22.6197033,52.2781029,30.9412289,0.1861496,0.8653488,21.9057751,13.9598417,11.7816381,2.82709312,0.0,35.4741325,7487.902,7588.84863,30.0304718,29.8736324,235.5565,30.1599617,29.7447262,223.159531,29.6497078,29.9826183,237.366791,30.3048344
test-1,37200,970.53656,27133.5156,6524158.457,48.16553,31.1162682,-2.44947076,22.5062828,51.69875,29.290554,0.1861496,0.8550957,21.85379,14.0837383,11.8934622,3.05672836,0.0,35.85507,7486.279,7590.23,30.0304718,29.8736324,235.470856,30.1599617,29.7447262,223.159531,29.65092,29.9971676,237.444687,30.3118649
test-1,37500,974.1894,27138.6953,6546354.619,48.37855,32.4378853,-2.11656547,22.62392,51.8012466,30.4011841,0.1898117,0.837295532,21.8653011,14.0331736,11.96585,3.208198,0.0,35.9381065,7487.26758,7588.78,29.9559631,29.828907,235.470856,30.1679688,29.6832523,223.979156,29.6530285,29.9971676,237.451736,30.3118649
test-1,37800,984.78064,27173.5039,6560362.419,49.5559845,32.8264465,-1.65076709,22.7935562,51.7578,30.43046,0.1898117,0.8336653,21.8099766,14.05344,11.847724,3.11316442,0.0,35.9204063,7486.7207,7589.45947,29.9559631,29.828907,235.653275,30.1679688,29.6832523,223.979156,29.6530285,29.98506,237.463974,30.3056164
test-1,38100,981.9152,27134.8828,6539320.403,48.5697556,31.6058846,-2.451325,22.6641064,51.87176,29.6438866,0.1875763,0.8273392,21.8378448,14.0817738,12.0272617,3.1774683,0.0,35.9968033,7487.45752,7589.40625,29.9822235,29.8421879,235.653275,30.1093273,29.6485348,224.098679,29.5648441,29.98506,237.398132,30.3056164
test-1,38400,955.3961,27093.02,6448903.721,47.95897,31.9126377,-2.39443231,22.7903652,51.327713,29.8596249,0.1875763,0.822224438,21.7623978,13.9960718,11.9396286,2.98840261,0.0,35.70762,7487.937,7586.61572,29.9822235,29.8421879,235.592438,30.1093273,29.6485348,224.098679,29.5648441,29.9144039,237.283356,30.2724133
test-1,38700,975.629,27105.8047,6501462.428,48.06316,31.6351585,-2.321606,22.6689663,51.9371719,30.06225,0.185432434,0.8133011,21.7957115,14.0064039,11.9188814,2.83907342,0.0,35.9258537,7487.49854,7587.61865,30.0017319,29.8613281,235.592438,30.1498547,29.6632824,224.379349,29.6202145,29.9144039,237.322,30.2724133
test-1,39000,992.162354,27106.28,6541938.393,47.2983,31.2602787,-2.40810347,22.77851,51.6398354,30.0527439,0.185432434,0.805233,21.8352051,14.0564585,12.0138693,3.027688,0.0,36.00233,7486.40625,7587.389,30.0017319,29.8613281,235.414063,30.1498547,29.6632824,225.187653,29.6202145,29.9681644,237.38945,30.2719841
test-1,39300,998.1948,27102.8711,6533544.615,48.3040657,32.36806,-2.42428017,22.8486862,51.83593,30.0288429,0.186920166,0.7912369,21.6990814,14.0615492,11.9783106,2.83309937,0.0,35.56388,7487.20459,7589.03467,30.0017929,29.8693371,235.414063,30.1719723,29.6501961,225.187653,29.61382,29.9681644,237.347717,30.27124
test-1,39600,971.9631,27099.6543,6522064.093,48.35764,32.3440666,-1.85842812,22.6135311,52.1925621,30.4334431,0.186920166,0.7915455,21.8111782,14.0647573,11.90582,2.90003,0.0,35.49623,7486.996,7591.575,30.0017929,29.8693371,235.403519,30.1719723,29.6501961,225.1649,29.61382,29.941309,237.275146,30.273571
test-1,39900,981.1645,27085.998,6522796.904,47.979805,31.4193611,-2.39506841,22.7419357,51.74292,30.155674,0.1919632,0.79208374,21.8628483,14.0152693,11.9148321,2.91176963,0.0,35.8611526,7488.039,7593.44629,30.0330048,30.0427742,235.403519,30.14414,29.6855965,225.1649,29.62168,29.941309,237.358017,30.2776375
test-1,40200,975.5863,27089.5645,6528911.699,47.5067,30.9941063,-2.26801133,22.8130455,51.0622559,29.404108,0.1919632,0.777668238,21.8479919,13.994092,11.9471569,2.905784,0.0,36.2111664,7487.879,7594.35645,30.0330048,30.0427742,235.473679,30.14414,29.6855965,226.092331,29.62168,29.9714851,237.502686,30.2737312
test-1,40500,974.676636,27095.5645,6537416.408,48.4325676,32.3635864,-2.29787326,22.81778,52.4952621,29.89017,0.1820755,0.7524948,21.7904739,13.9741631,11.8403873,2.71037555,0.0,35.6832657,7488.39355,7594.27148,30.0247879,29.9228516,235.473679,30.1284676,29.666748,225.557983,29.5148449,29.9714851,237.684357,30.2737312
test-1,40800,985.6719,27100.5547,6514954.714,47.26798,31.2763443,-2.26664639,22.70338,51.46145,30.3518238,0.1820755,0.7557599,21.70456,13.93811,11.8060522,2.63797,0.0,35.82042,7486.57275,7592.899,30.0247879,29.9228516,235.66333,30.1284676,29.666748,226.090134,29.5148449,29.9911137,238.001755,30.2400875
test-1,41100,985.073669,27103.8066,6503931.905,48.14935,31.5434818,-2.358724,22.5665531,51.59458,29.9537563,0.1905899,0.7614441,21.6852951,13.9076252,11.9388638,2.86329985,0.0,35.6186371,7487.20166,7591.28174,29.9985733,29.7911129,235.66333,30.1702633,29.644434,226.091263,29.6064949,29.9911137,237.961319,30.2400875
test-1,41400,969.215942,27111.2715,6594848.415,48.82547,32.3133659,-2.05501819,22.6681,51.6700325,29.5871143,0.1905899,0.753985167,21.6963749,13.8774042,11.8090448,2.83901978,0.0,35.49498,7487.87354,7590.22852,29.9985733,29.7911129,236.070175,30.1702633,29.644434,226.093216,29.6064949,29.9640636,237.890976,30.2911129
test-1,41700,957.6808,27227.5664,6500870.139,48.4515038,31.7946815,-2.44963241,22.70028,51.6596451,29.8145485,0.187973022,0.7410126,21.7728672,13.9775877,11.8730841,2.595206,0.0,35.7400475,7486.19775,7589.48242,29.9970551,29.998,236.070175,30.155859,29.61831,226.093216,29.6032238,29.9640636,236.181686,30.2911129
